"","X","T8724","X3720","X7910","F2673","T1820","F8903","F6962","T8546","T2100","F6350","F3892","T2413","F9135","R3221","X8719","R7919","R9150","F2601","R8774","T4070","R3762","T6591","F8011","T5062","R5657","T5282","F0763","X7790","T5177","T4954"
"3176","Q13547_S393",-0.7647058824,-4.254901961,-2.333333333,-5,-5,-5,-5,-3.431372549,-1.058823529,0.1764705882,0.1764705882,-5,-1.980392157,-0.7058823529,0.1764705882,-5,2.784313725,-1.68627451,3.019607843,0.2156862745,-0.6862745098,1.941176471,-2.470588235,-2.37254902,-5,-3.960784314,-5,-1.098039216,1.235294118,-5
"3177","Q9C073_S201",0.05882352941,1.156862745,0.568627451,0.03921568627,0.9607843137,0.07843137255,0.01960784314,-0.568627451,0.4509803922,0.431372549,-0.3137254902,0.7254901961,0,-0.3529411765,-0.568627451,-1.509803922,-5,0.9411764706,-0.1764705882,-1.568627451,0.2156862745,2.254901961,-2.68627451,-1.529411765,-2.019607843,-3.254901961,-1.352941176,-3.235294118,-0.1960784314,-2.352941176
"3178","Q14573_S2670",-4.294117647,0,-4.490196078,-0.1764705882,-2.098039216,1.784313725,-0.8039215686,-4.411764706,-1.254901961,-5,-2.31372549,-1.176470588,-1.568627451,-0.7450980392,-2.980392157,-1.607843137,2.019607843,-1.980392157,-1.803921569,1.764705882,-3.862745098,3.254901961,-3.549019608,-0.3333333333,-1.882352941,-1.725490196,0.7450980392,-3.098039216,-2.568627451,-1.882352941
"3179","Q4KMP7_S22",-0.2745098039,-0.9803921569,0.7058823529,0.07843137255,-0.7450980392,0.07843137255,0.05882352941,0.2352941176,0.09803921569,-0.2156862745,0.6862745098,-0.01960784314,0.7058823529,0.3333333333,-4.254901961,-0.2352941176,0.1568627451,1,-0.2156862745,-0.8823529412,0.2352941176,0.6274509804,1.176470588,-0.6078431373,-2.274509804,-1.058823529,-1,-0.5882352941,0.07843137255,-0.3921568627
"3180","Q9NTI5_S1166",-0.6078431373,-4.039215686,-0.137254902,2.666666667,-5,1.117647059,-4.784313725,-5,1.764705882,-5,-0.2941176471,1.941176471,-1.078431373,1.490196078,-5,-5,-2,-2.274509804,-4.019607843,-4.607843137,-5,1.352941176,-5,-1.62745098,-1.196078431,1.823529412,-0.4117647059,-2.235294118,-5,-5
"3181","P21333_S2152",-1.37254902,-0.3333333333,-0.4509803922,-2.509803922,2.137254902,-5,-2.117647059,0.03921568627,-4.37254902,-3.470588235,-0.7450980392,-4.843137255,-2.196078431,-2.941176471,-0.01960784314,1.921568627,-1.509803922,0.431372549,-0.07843137255,-2.196078431,-0.2549019608,1.254901961,-0.5882352941,0.9411764706,0.1764705882,0.5294117647,-0.05882352941,0.7254901961,0.1764705882,0.431372549
"3182","P35236_S44",-5,-5,-5,-5,-0.07843137255,-5,-0.1568627451,2.745098039,-4.941176471,-2,-5,-5,-5,-5,-3.078431373,-2.62745098,-5,-5,-4.411764706,1.176470588,-1.470588235,4.156862745,-5,-4.705882353,-4.862745098,-5,-5,-5,-3.764705882,-4.137254902
"3183","Q9H2P0_S953",0.6274509804,-1.980392157,0.7058823529,-0.568627451,-0.8431372549,0.03921568627,-0.9607843137,0.3529411765,0.2352941176,0.2352941176,-0.1960784314,0.3333333333,0.3137254902,1,0.2549019608,-2.823529412,0.6274509804,0.6274509804,-0.3333333333,-0.137254902,0.431372549,1.607843137,0.2352941176,-0.5098039216,-3.215686275,-3.607843137,-1.980392157,-0.3529411765,0.1764705882,-5
"3184","Q8WXI9_S486",0.2941176471,0.431372549,0.2156862745,-0.01960784314,-3.666666667,0.1176470588,-0.862745098,-1.509803922,-0.6862745098,-1.62745098,0.4901960784,-0.6470588235,-0.3333333333,-0.8431372549,0.8431372549,-2.588235294,1.333333333,-0.9803921569,-0.9411764706,-0.1764705882,-1.509803922,1.823529412,-0.568627451,-0.2745098039,0.8235294118,0.1960784314,0.862745098,0.431372549,-1.039215686,-0.9411764706
"3185","Q8TE77_S9",0.1960784314,1.235294118,0.7647058824,0.6666666667,0.5098039216,-0.137254902,0.8431372549,0.4509803922,0.5882352941,-0.3529411765,-0.4901960784,0.9411764706,-0.6666666667,0.137254902,-2.803921569,-2.156862745,-5,-2.058823529,0.6274509804,-0.01960784314,0.1176470588,0.1764705882,-0.8039215686,-2.647058824,-0.01960784314,-3.666666667,-1.098039216,-0.6078431373,0.3725490196,0.5490196078
"3186","Q96FS4_S817",1.607843137,-1.254901961,0.4901960784,-1.509803922,-0.2745098039,-1.294117647,0.1960784314,1.764705882,-3.039215686,-1.941176471,-3.431372549,0.03921568627,-3.823529412,-3.431372549,-4.549019608,-2.588235294,-3.156862745,-2.588235294,-3.098039216,2.254901961,-3.117647059,3.196078431,-1.490196078,-2.333333333,-3.823529412,-2.823529412,-1.647058824,-0.1176470588,-1.392156863,-1.509803922
"3187","Q9Y2K7_T713",0.7647058824,-0.4117647059,0.2156862745,0.4117647059,-0.1764705882,0.7843137255,-0.2156862745,0.2156862745,-0.2941176471,-2.333333333,-1.823529412,0.862745098,0.4509803922,0.3529411765,-1.960784314,-3.745098039,-0.3333333333,-1.862745098,-0.8823529412,0.568627451,0.1960784314,0.2352941176,-0.7647058824,-0.5098039216,-0.137254902,0.8431372549,0.8039215686,-0.09803921569,0.137254902,0.2156862745
"3188","Q9Y2K7_S718",0.7647058824,-0.4117647059,0.2156862745,0.4117647059,-0.1764705882,0.7843137255,-0.2156862745,0.2156862745,-0.2941176471,-2.333333333,-1.823529412,0.862745098,0.4509803922,0.3529411765,-1.960784314,-3.745098039,-0.3333333333,-1.862745098,-0.8823529412,0.568627451,0.1960784314,0.2352941176,-0.7647058824,-0.5098039216,-0.137254902,0.8431372549,0.8039215686,-0.09803921569,0.137254902,0.2156862745
"3189","Q86W50_S329",0.03921568627,0.5882352941,-0.5098039216,-0.137254902,0.09803921569,-1.62745098,0.5490196078,0.2352941176,-3.294117647,0.4509803922,-0.2941176471,-3.450980392,-0.3529411765,-1.352941176,0.8823529412,-0.3333333333,-1.294117647,-1.784313725,0.3529411765,-0.7843137255,1.058823529,2.666666667,-0.3529411765,-1.607843137,-1.156862745,-3.235294118,-0.6862745098,-1.470588235,0.2941176471,-0.4705882353
"3190","Q8IYB3_S738",-1.215686275,-0.6862745098,0.8039215686,0.2745098039,-0.5490196078,0.01960784314,0.2352941176,-1.68627451,0.137254902,1.725490196,1.039215686,-0.2549019608,-5,0.9411764706,0.8039215686,-0.1960784314,-0.6862745098,-1.980392157,0.6078431373,-0.4705882353,-3.764705882,1.078431373,-0.5490196078,0.4705882353,-1.019607843,0.431372549,-0.6666666667,-0.3529411765,-4.764705882,-1.68627451
"3191","Q8IYB3_S740",-1.215686275,-0.6862745098,0.8039215686,0.2745098039,-0.5490196078,0.01960784314,0.2352941176,-1.68627451,0.137254902,1.725490196,1.039215686,-0.2549019608,-5,0.9411764706,0.8039215686,-0.1960784314,-0.6862745098,-1.980392157,0.6078431373,-0.4705882353,-3.764705882,1.078431373,-0.5490196078,0.4705882353,-1.019607843,0.431372549,-0.6666666667,-0.3529411765,-4.764705882,-1.68627451
"3192","Q9BRD0_S271",-0.01960784314,-0.3333333333,-0.03921568627,0.1960784314,-0.7647058824,0.5294117647,0.6274509804,0.431372549,1.235294118,-0.9607843137,-0.1764705882,1.431372549,0.4901960784,0.8823529412,-1.862745098,-2.62745098,-2.450980392,-0.568627451,-0.8431372549,0.3921568627,-0.3333333333,1.31372549,0.9019607843,-1.784313725,-5,-0.6666666667,-0.6470588235,-1.333333333,-0.1960784314,-1.529411765
"3193","Q5T200_S356",-5,-5,-3.745098039,-5,-3,-5,-4.098039216,-3.980392157,-5,1.725490196,0.07843137255,-5,-3.843137255,-5,0.9411764706,-2.117647059,0.7843137255,-5,0.3529411765,-5,-5,4.333333333,-5,-5,-5,-4.058823529,-5,-5,-5,-5
"3194","P46777_S286",-3.68627451,0.5098039216,0.3921568627,-1.137254902,-1.274509804,-3.882352941,-1.588235294,-0.5882352941,-3.450980392,1.588235294,0.6470588235,-4.921568627,-0.7450980392,-2.117647059,1.411764706,0.9411764706,-0.09803921569,-2.31372549,-0.1568627451,-2.588235294,-0.07843137255,-0.4117647059,-0.7450980392,0.6666666667,0.6274509804,0.9607843137,0.8039215686,0.3529411765,0.1568627451,0.4705882353
"3195","Q8NB78_S247",-0.9411764706,-0.1176470588,-0.3529411765,0.137254902,0.2941176471,-0.9215686275,0.3529411765,0.1960784314,-2.215686275,0.6078431373,0.568627451,-1.62745098,0.5294117647,-0.7058823529,0.4901960784,-1.294117647,0.4509803922,-0.8039215686,0.2352941176,-0.568627451,1.117647059,0,0.2352941176,0.137254902,-0.4705882353,-0.4117647059,0.01960784314,-0.4117647059,0.7254901961,-0.07843137255
"3196","Q96C24_S274",1,-2.215686275,1.137254902,-2.117647059,4,-2.294117647,-0.9411764706,-2.274509804,-1.274509804,-0.7647058824,-5,-2.450980392,-5,-5,-5,0.2156862745,-5,0.4901960784,-5,0,-0.09803921569,-0.1568627451,-2.882352941,-4.901960784,-3.607843137,-5,-3.019607843,-2.803921569,0.03921568627,-2.117647059
"3197","Q6VMQ6_S445",-0.5490196078,-0.8431372549,-1.196078431,0.431372549,-0.8823529412,-0.431372549,-1.098039216,-2.411764706,0.8235294118,-0.6274509804,-0.7058823529,-1.509803922,1.058823529,-1.235294118,-1.568627451,-3.62745098,-2.882352941,-2.62745098,-0.3725490196,-0.4705882353,-1.254901961,3.823529412,-2.882352941,-3.62745098,-1.745098039,-3.509803922,-0.1568627451,-2.078431373,-1.196078431,-2.176470588
"3198","Q96CW1_T156",-0.1176470588,0.4509803922,-0.03921568627,-0.4509803922,1.215686275,-4.058823529,0.3137254902,0.09803921569,-4.137254902,0.6666666667,-2.098039216,-3.039215686,-1.725490196,-4.745098039,-2.058823529,1.078431373,-1.176470588,1.294117647,0.1176470588,0.9607843137,-0.2156862745,-0.6862745098,-0.2941176471,-0.568627451,0.2745098039,0.5098039216,0.03921568627,0.2549019608,0.1960784314,0.8039215686
"3199","Q86VM9_S868",0.07843137255,-0.2156862745,-1,-0.07843137255,-0.137254902,0.137254902,0.7254901961,0.431372549,1.37254902,-0.1764705882,-0.01960784314,0.5294117647,0.1568627451,0,-0.2745098039,-1,-0.4901960784,-0.6862745098,-0.4117647059,0.2941176471,0.5294117647,-0.1176470588,0.01960784314,-0.2549019608,-0.7647058824,-0.568627451,-0.2352941176,-0.8823529412,0.431372549,-0.431372549
"3200","Q8IYB3_S450",0.4705882353,-0.4117647059,-1,0,-0.5294117647,0.6470588235,0.1568627451,1,0.7843137255,0.1764705882,0.137254902,0.6470588235,-0.03921568627,0.431372549,-0.2549019608,-0.7647058824,-1.745098039,-0.8431372549,-0.137254902,0,0.9803921569,-0.7254901961,0.01960784314,-0.2941176471,-0.431372549,-1.254901961,-0.4117647059,-1,0.4117647059,-0.3529411765
"3201","P09601_S241",-0.1764705882,-1.941176471,-0.07843137255,0.431372549,-0.3529411765,-0.09803921569,-0.2941176471,0.4901960784,-0.568627451,0.1176470588,-0.8039215686,-5,0.1176470588,0.3333333333,-2.078431373,1.176470588,-5,-0.07843137255,-0.3137254902,-0.7647058824,0.03921568627,2.450980392,0.7843137255,-0.9803921569,0.07843137255,-0.6666666667,-1.176470588,-1.960784314,0.2745098039,-0.4509803922
"3202","Q96EZ8_S282",0.7058823529,-0.9803921569,0.7450980392,-0.7058823529,-0.1960784314,-5,0.9803921569,1.039215686,-2.019607843,0.7058823529,-0.6666666667,-1.529411765,-0.5098039216,-0.137254902,-5,-2.843137255,-0.07843137255,-0.7254901961,-2.588235294,2.137254902,0.431372549,1.705882353,-1.058823529,-1.568627451,-1.901960784,-3.431372549,-0.7058823529,0.4117647059,0.2941176471,-0.03921568627
"3203","P27816_S507",-1.509803922,0.4117647059,-1.215686275,-0.4901960784,0.1176470588,-1.254901961,-0.2156862745,0.01960784314,0.09803921569,0.3333333333,0.7450980392,-0.6666666667,-0.431372549,-0.7647058824,-3.980392157,0.4901960784,0.8235294118,0.05882352941,-3.784313725,1.529411765,-0.3921568627,1.176470588,0.2156862745,-0.7254901961,-0.3137254902,-0.3529411765,-0.6078431373,0.137254902,-0.7058823529,0.9411764706
"3204","Q68DK7_S126",-0.4705882353,-3.960784314,-2.980392157,-0.9607843137,-0.3137254902,-5,1.058823529,1.117647059,-1.254901961,-1.078431373,-2.450980392,-1.470588235,-1.019607843,-5,-1.333333333,-2.960784314,-5,-2.470588235,-5,-0.9607843137,-5,4.274509804,-0.7254901961,-5,-5,-5,-5,-5,-5,-1.137254902
"3205","Q92769_S394",0.1568627451,-1.470588235,-0.7647058824,-0.2156862745,-2.509803922,-0.4901960784,-0.7647058824,0.2156862745,-0.9215686275,0.1568627451,-0.7647058824,0.431372549,-0.137254902,0.2941176471,-4.019607843,-1.411764706,-2.62745098,-0.8039215686,-0.2352941176,0.2352941176,-0.6862745098,3.62745098,-2.019607843,-5,-1.176470588,-1.31372549,-1.901960784,-2.294117647,-0.5098039216,-1.980392157
"3206","Q14498_S136",0.2352941176,-0.7450980392,0.6666666667,0.9411764706,-1.647058824,0.9019607843,-0.8431372549,-1.843137255,0.862745098,-0.1764705882,-0.03921568627,0.4509803922,0.3529411765,1.176470588,-1.490196078,-1.490196078,-0.2745098039,0,0.2352941176,-0.7843137255,0.2549019608,0.8823529412,-1.196078431,-0.1960784314,-0.3921568627,0.2352941176,-0.2156862745,-1.647058824,-0.2941176471,-0.8235294118
"3207","Q15424_S604",-0.3529411765,-0.2156862745,-0.4509803922,0.4705882353,0.137254902,1.098039216,0.03921568627,-0.3921568627,0.8235294118,-2.078431373,-0.7647058824,-0.2941176471,0.3725490196,1.196078431,1.509803922,-1.431372549,-0.8235294118,-1.470588235,0.1568627451,-3.549019608,0.1960784314,1.568627451,0.1176470588,-2.274509804,-1.960784314,-0.8431372549,-1.156862745,-3.803921569,0.6862745098,-1.019607843
"3208","Q00839_S271",2.137254902,-0.3921568627,1.352941176,0.6666666667,-2.568627451,0.3529411765,0.01960784314,-1.725490196,0.3725490196,-1.117647059,-1.470588235,1.352941176,-0.137254902,1.215686275,-5,-5,-3.68627451,-1.392156863,-1.470588235,-0.3725490196,-0.862745098,-0.9215686275,-3.098039216,-1.117647059,-0.07843137255,0.3137254902,0.8039215686,0.8235294118,-1.333333333,-0.6470588235
"3209","Q9NYF8_S531",0.3137254902,0.7647058824,-1.62745098,0.4509803922,-0.2156862745,0.6274509804,0.568627451,-0.6078431373,0.7254901961,0.01960784314,-0.1568627451,-0.9607843137,-1.235294118,0.2549019608,1.764705882,-5,-0.09803921569,-0.2745098039,0.568627451,-0.5882352941,-4.392156863,1.62745098,-4.254901961,-5,-1.31372549,0.4901960784,-0.5294117647,-5,0.09803921569,0.09803921569
"3210","Q9NPI1_S621",1.450980392,0.2745098039,0.07843137255,-0.2549019608,0.7843137255,0.7647058824,0.8823529412,1,0.431372549,-2.823529412,-3.901960784,2.431372549,-1.666666667,-0.8235294118,-5,-5,-5,-4.666666667,-5,0.3921568627,1.039215686,1.62745098,-1.745098039,-4.823529412,-3.705882353,-4.333333333,-1.098039216,-2.176470588,-1.019607843,-0.2549019608
"3211","Q9Y6D5_S227",0.4509803922,-0.1568627451,0.137254902,0.3529411765,0.5294117647,0.5882352941,0.6274509804,0.3921568627,0,-0.3921568627,0.1764705882,-1,-0.07843137255,-0.7058823529,-1.764705882,-0.6078431373,-0.7450980392,1,0.1176470588,-0.5882352941,0.1176470588,-0.3529411765,0.431372549,-0.1568627451,-0.5098039216,0.2352941176,-0.431372549,-0.7647058824,0.05882352941,-0.07843137255
"3212","Q969R2_S766",-5,-1.254901961,-5,-2.68627451,-2.745098039,-5,-5,-0.431372549,-5,-5,-5,-5,-5,-5,-1.745098039,-0.2352941176,-5,2.392156863,-5,-5,-2.058823529,4.431372549,-1.647058824,-5,-5,-5,-5,-5,-5,-4.176470588
"3213","P28340_T678",0.3137254902,0.7647058824,-1.62745098,0.4509803922,-0.2156862745,0.6274509804,0.568627451,-0.6078431373,0.7254901961,0.01960784314,-0.1568627451,-0.9607843137,-1.235294118,0.2549019608,1.764705882,-5,-0.09803921569,-0.2745098039,0.568627451,-0.5882352941,-4.392156863,1.62745098,-4.254901961,-5,-1.31372549,0.4901960784,-0.5294117647,-5,0.09803921569,0.09803921569
"3214","Q16629_S192",-1.901960784,-0.5490196078,-0.2352941176,-1.509803922,-0.2352941176,-1.176470588,-1.490196078,-1.176470588,-2.196078431,1.156862745,0,-0.8039215686,-0.03921568627,-0.7058823529,3.039215686,0.1764705882,0.05882352941,0.5098039216,0.9019607843,-1.803921569,-0.2941176471,-1.31372549,-0.6078431373,-1.176470588,-1.392156863,0.2156862745,-0.7058823529,-0.4705882353,-1.254901961,-0.7254901961
"3215","P21796_S104",-0.8235294118,-0.05882352941,-0.2941176471,-0.7058823529,0,-0.1960784314,0.5294117647,0.4117647059,-0.6470588235,0.4509803922,-0.3333333333,-0.6078431373,-1.137254902,-1.882352941,2.137254902,0.4901960784,0.3725490196,0.3137254902,-0.9607843137,-0.5294117647,0.4705882353,1.549019608,0.09803921569,-3.019607843,-1.039215686,-1.862745098,-0.9411764706,-0.7058823529,-1.196078431,-0.2745098039
"3216","P29590_S36",-0.05882352941,0.6470588235,-0.4901960784,-0.2941176471,-0.01960784314,-0.5294117647,-0.4509803922,0.1960784314,0.1960784314,0.2352941176,-0.3725490196,-2.352941176,0.7647058824,-2.490196078,2.352941176,-1.450980392,0.862745098,-0.6078431373,-0.3725490196,-2.333333333,-1.607843137,1.960784314,-0.07843137255,-4.254901961,-0.9215686275,0.5490196078,-1,-1.901960784,-4.117647059,-2.019607843
"3217","Q49A26_S130",-0.568627451,0.4117647059,-0.2941176471,-0.01960784314,0.431372549,-1.352941176,-0.8039215686,-1.294117647,-2.117647059,0.4705882353,-0.1176470588,-0.8823529412,-0.7843137255,-0.8235294118,0.8431372549,-0.2156862745,2.68627451,-0.07843137255,-0.1764705882,-0.862745098,-1.176470588,-0.9411764706,-1.470588235,-0.2745098039,-0.862745098,-1.196078431,0.3725490196,0.09803921569,0.6470588235,-0.5098039216
"3218","Q96NB3_S351",-1.588235294,-5,-5,-5,-3.568627451,-0.8431372549,-2.882352941,-3.274509804,-0.1764705882,-5,-5,1.549019608,-0.8823529412,1.862745098,-5,-5,-4.921568627,-5,-3.137254902,0.6666666667,-3.450980392,4.235294118,-5,-3.490196078,-5,-5,-5,-5,-3.843137255,-5
"3219","Q8NEZ4_S46",-4.235294118,-5,-1.941176471,0.7058823529,-0.7058823529,-2,-2.31372549,-2.392156863,0.9607843137,1.705882353,-5,-0.6274509804,-1,0.2549019608,-5,0.5882352941,-5,0.568627451,-2.019607843,-1.294117647,-0.8235294118,3.117647059,-1.980392157,0.09803921569,-3.607843137,-4.568627451,-1.098039216,1.294117647,0.6470588235,-1.509803922
"3220","Q9BYB0_S1158",-1.392156863,1.764705882,-0.05882352941,-5,0.2352941176,-5,-3.235294118,-0.6470588235,-5,1.823529412,-5,-5,-5,-4.431372549,0,0.9803921569,0.9411764706,-4.980392157,1.196078431,0.862745098,-0.5294117647,0.2352941176,-5,0.03921568627,0.431372549,0.7843137255,-5,0.6666666667,-5,1.607843137
"3221","Q8N6H7_S368",-1.509803922,1.882352941,-0.01960784314,-0.8823529412,-1.823529412,-1.098039216,1.647058824,1.156862745,0.568627451,-2.274509804,-1.784313725,-2.450980392,-4.549019608,-4.450980392,-5,-0.7058823529,-2.666666667,-5,0.9607843137,-2.450980392,-0.2156862745,2.529411765,0.2941176471,-1.568627451,-1.137254902,1.196078431,-2.37254902,-3.549019608,0.2745098039,-0.3725490196
"3222","P27816_T521",-0.5098039216,-1.725490196,-0.3725490196,-0.8431372549,0.4509803922,-0.8235294118,-0.3137254902,0.09803921569,-0.3137254902,-1.921568627,0.01960784314,0.4509803922,-0.07843137255,-1.156862745,-0.431372549,0.3529411765,1.431372549,0.137254902,0.05882352941,0.8823529412,0.137254902,0.1568627451,0.137254902,-0.05882352941,0.1176470588,-0.1176470588,-0.431372549,0,-0.4901960784,0.6470588235
"3223","Q8IWI9_S2088",0.5490196078,0.8235294118,-1.254901961,-2.235294118,-5,-1.078431373,0.3333333333,-1,1.058823529,-3.098039216,-2.078431373,0.9411764706,-5,-0.9803921569,-0.5882352941,-5,-2.019607843,-3.784313725,-4.333333333,0.3137254902,0.6862745098,3.725490196,-0.4705882353,-5,-4.647058824,-5,-2.549019608,-5,0,-5
"3224","Q9UHB6_S609",-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2.823529412,-5,-5,-5,-5,4.509803922,-5,-5,-5,-3.862745098,-4.843137255,-5,-5,-5
"3225","O75069_S438",-2.921568627,-2.68627451,0.4705882353,0.4509803922,0.4705882353,-4.470588235,-0.7058823529,-2.941176471,-5,-1.843137255,-5,-4.901960784,-2.294117647,-5,-5,1.294117647,-4.235294118,4.176470588,-1.882352941,-1.470588235,-1.666666667,0,-3,-0.05882352941,-5,-5,-5,-4.156862745,-1,-2.529411765
"3226","Q13428_S156",-0.7647058824,0.2745098039,-0.6862745098,-0.1764705882,-2.254901961,0.4117647059,-0.4901960784,-1.039215686,0.9215686275,1.490196078,1.058823529,-0.7254901961,0.431372549,0.07843137255,-0.3333333333,-1.137254902,1.156862745,-1.098039216,-0.3725490196,-3.549019608,0.3137254902,1.333333333,0.3333333333,-1.607843137,-0.3333333333,-0.01960784314,0.05882352941,-1.392156863,-0.6470588235,-2.274509804
"3227","Q96B97_S108",-4.058823529,-4.078431373,-3.843137255,-4.529411765,-5,-4.352941176,-3.039215686,-4.450980392,-5,-4.254901961,-1.666666667,-5,-1.529411765,-5,3.470588235,-5,-3.37254902,-5,-2.705882353,-1.411764706,-2.039215686,1.725490196,-3.274509804,1.450980392,0.4901960784,0.2549019608,1.666666667,1.843137255,-0.3529411765,-1.078431373
"3228","P29803_S291",-0.9215686275,1.156862745,-0.1764705882,0.3333333333,1.078431373,0.9803921569,0.3921568627,0.4117647059,0.6078431373,-0.7647058824,-1.215686275,-0.6666666667,-0.9411764706,-0.1176470588,-1.294117647,0.137254902,0.7058823529,-2.294117647,-0.4705882353,-3.68627451,0.568627451,1.058823529,-0.1568627451,-0.5882352941,-1.156862745,-1.803921569,-0.05882352941,-1.156862745,0.9215686275,-1.156862745
"3229","Q9C073_S213",0.8039215686,-0.7254901961,1.294117647,-1.62745098,1.745098039,-0.1176470588,1.196078431,1.31372549,-0.1176470588,-5,-2,1.862745098,-0.6470588235,-0.3333333333,-5,-3.568627451,-4.392156863,-5,-0.6470588235,1.156862745,-0.8039215686,0.431372549,-2.549019608,-1.823529412,-2.666666667,-3.705882353,-0.8235294118,-0.137254902,0.09803921569,0.5098039216
"3230","P16070_S706",-1.254901961,-1.745098039,-0.5882352941,0.6470588235,0.431372549,0.7843137255,1.098039216,-0.3529411765,-1.254901961,-2.647058824,0.7254901961,-0.5882352941,-0.7058823529,0.4117647059,-2.31372549,-3.37254902,-0.05882352941,0.1176470588,-2.176470588,-0.3333333333,0,0.5882352941,1.882352941,0.8431372549,0.6862745098,-0.03921568627,-0.1176470588,-0.8823529412,-0.7647058824,-1.784313725
